,0
350,0.0
351,1.3532545070416904
352,4.27332721775054
353,0.0
354,0.7275486072772778
355,0.0
356,0.0
357,3.9193957597575593
358,2.856470206220483
359,1.8547342683894434
360,3.487986511734546
361,0.0
362,0.0
363,4.175924549214524
364,2.0592388343623163
365,0.0
366,1.534714366238164
367,0.6678293725756554
368,3.389799336709786
369,2.3942522815198695
370,2.081938421878423
371,0.0
372,1.6900958154515549
373,0.0
374,0.0
375,0.8586616190375187
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,1.1662709371419244
383,0.0
384,2.800325477211381
385,0.0
386,2.9601050959108397
387,0.0
388,0.0
389,0.0
390,0.43178241642553783
391,2.0255131996542803
392,1.9878743481543455
393,0.0
394,3.3006401266708405
395,1.925707441737794
396,2.833213344056216
397,3.2422016501716975
398,0.0
399,0.0
400,0.0
401,2.21046980408624
402,0.0
403,0.5596157879354227
404,2.0241930674493576
405,0.6418538861723948
406,3.1949928844048685
407,0.0
408,1.1410330045520618
409,0.0
410,0.0
411,0.0
412,0.0
